model_type,normalization_strategy,stopword_removal_strategy,vectorizer,max_features,ngram_range,vocab_size,training_accuracy,test_accuracy,processing_duration,report_training_data,report_test_data
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,10000,UNI_AND_BI_AND_TRIGRAMS,10000,0.7949,0.8328690807799443,366.5629024039954,"{'0': {'f1-score': 0.790547311313228, 'precision': 0.805031977953411, 'recall': 0.776574667385607, 'support': 159494.0}, '4': {'f1-score': 0.7990754630338283, 'precision': 0.7855173825115562, 'recall': 0.8131097902882135, 'support': 160506.0}, 'accuracy': 0.7949, 'macro avg': {'f1-score': 0.7948113871735281, 'precision': 0.7952746802324836, 'recall': 0.7948422288369102, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7948248723134363, 'precision': 0.7952438227784412, 'recall': 0.7949, 'support': 320000.0}}","{'0': {'f1-score': 0.8203592814371258, 'precision': 0.8726114649681529, 'recall': 0.7740112994350282, 'support': 177.0}, '4': {'f1-score': 0.84375, 'precision': 0.801980198019802, 'recall': 0.8901098901098901, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8320546407185629, 'precision': 0.8372958314939775, 'recall': 0.8320605947724591, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8322175287308392, 'precision': 0.8368039703035293, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,10000000,0.787959375,0.8161559888579387,852.055893715471,"{'0': {'f1-score': 0.7831431192132774, 'precision': 0.798701425693779, 'recall': 0.7681793672489248, 'support': 159494.0}, '4': {'f1-score': 0.7925663467917226, 'precision': 0.7780685590122508, 'recall': 0.8076146686105192, 'support': 160506.0}, 'accuracy': 0.787959375, 'macro avg': {'f1-score': 0.7878547330025, 'precision': 0.7883849923530148, 'recall': 0.787897017929722, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7878696334811084, 'precision': 0.7883523666325747, 'recall': 0.787959375, 'support': 320000.0}}","{'0': {'f1-score': 0.8058823529411765, 'precision': 0.8404907975460123, 'recall': 0.7740112994350282, 'support': 177.0}, '4': {'f1-score': 0.8253968253968254, 'precision': 0.7959183673469388, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.8161559888579387, 'macro avg': {'f1-score': 0.8156395891690009, 'precision': 0.8182045824464755, 'recall': 0.8155770782889427, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8157754838239846, 'precision': 0.8178941894785154, 'recall': 0.8161559888579387, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,TfidfVectorizer,250000,UNIGRAMS,250000,0.779509375,0.8189415041782729,167.0416962429881,"{'0': {'f1-score': 0.7736591719089337, 'precision': 0.7921043124117318, 'recall': 0.7560535192546428, 'support': 159494.0}, '4': {'f1-score': 0.7850647787955682, 'precision': 0.7680803504902691, 'recall': 0.8028173401617386, 'support': 160506.0}, 'accuracy': 0.779509375, 'macro avg': {'f1-score': 0.7793619753522509, 'precision': 0.7800923314510004, 'recall': 0.7794354297081907, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7793800104681404, 'precision': 0.7800543435612122, 'recall': 0.779509375, 'support': 320000.0}}","{'0': {'f1-score': 0.8158640226628895, 'precision': 0.8181818181818182, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.821917808219178, 'precision': 0.819672131147541, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8189415041782729, 'macro avg': {'f1-score': 0.8188909154410338, 'precision': 0.8189269746646797, 'recall': 0.8188675731048612, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8189330727220664, 'precision': 0.8189373528886748, 'recall': 0.8189415041782729, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-custom,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.80270625,0.841225626740947,529.7601242661476,"{'0': {'f1-score': 0.7982874852231701, 'precision': 0.8138844008964403, 'recall': 0.7832771138726222, 'support': 159494.0}, '4': {'f1-score': 0.8069355677196416, 'precision': 0.7924013837505405, 'recall': 0.8220128842535481, 'support': 160506.0}, 'accuracy': 0.80270625, 'macro avg': {'f1-score': 0.8026115264714058, 'precision': 0.8031428923234905, 'recall': 0.8026449990630852, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8026252012518533, 'precision': 0.8031089223026284, 'recall': 0.80270625, 'support': 320000.0}}","{'0': {'f1-score': 0.8338192419825073, 'precision': 0.8614457831325302, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.848, 'precision': 0.8238341968911918, 'recall': 0.8736263736263736, 'support': 182.0}, 'accuracy': 0.841225626740947, 'macro avg': {'f1-score': 0.8409096209912537, 'precision': 0.842639990011861, 'recall': 0.8407679890730738, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8410083727880329, 'precision': 0.8423780708876177, 'recall': 0.841225626740947, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.789084375,0.8384401114206128,408.05297758989036,"{'0': {'f1-score': 0.7842950510554659, 'precision': 0.7998709265259027, 'recall': 0.7693142061770348, 'support': 159494.0}, '4': {'f1-score': 0.7936656425306858, 'precision': 0.7791523358483544, 'recall': 0.8087298917174436, 'support': 160506.0}, 'accuracy': 0.789084375, 'macro avg': {'f1-score': 0.7889803467930758, 'precision': 0.7895116311871286, 'recall': 0.7890220489472393, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.788995164040846, 'precision': 0.7894788699156198, 'recall': 0.789084375, 'support': 320000.0}}","{'0': {'f1-score': 0.8342857142857143, 'precision': 0.8439306358381503, 'recall': 0.8248587570621468, 'support': 177.0}, '4': {'f1-score': 0.842391304347826, 'precision': 0.8333333333333334, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8384401114206128, 'macro avg': {'f1-score': 0.8383385093167701, 'precision': 0.8386319845857418, 'recall': 0.8382535543552492, 'support': 359.0}, 'weighted avg': {'f1-score': 0.838394954930016, 'precision': 0.8385581872145383, 'recall': 0.8384401114206128, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.78846875,0.8328690807799443,195.57415073178709,"{'0': {'f1-score': 0.7831032670691224, 'precision': 0.8008191886755357, 'recall': 0.7661542126976564, 'support': 159494.0}, '4': {'f1-score': 0.7935751838885569, 'precision': 0.7772116361029807, 'recall': 0.8106425928002692, 'support': 160506.0}, 'accuracy': 0.78846875, 'macro avg': {'f1-score': 0.7883392254788396, 'precision': 0.7890154123892582, 'recall': 0.7883984027489628, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7883557841973102, 'precision': 0.7889780829467529, 'recall': 0.78846875, 'support': 320000.0}}","{'0': {'f1-score': 0.8265895953757225, 'precision': 0.8461538461538461, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8387096774193549, 'precision': 0.8210526315789474, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8326496363975386, 'precision': 0.8336032388663968, 'recall': 0.8325262308313155, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8327340380830794, 'precision': 0.8334284393220034, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,10000,UNI_AND_BI_AND_TRIGRAMS,10000,0.779990625,0.8189415041782729,412.8807524163276,"{'0': {'f1-score': 0.7743949138475243, 'precision': 0.7919695350955961, 'recall': 0.7575833573676752, 'support': 159494.0}, '4': {'f1-score': 0.7853154721791076, 'precision': 0.7690750219493403, 'recall': 0.8022566134599329, 'support': 160506.0}, 'accuracy': 0.779990625, 'macro avg': {'f1-score': 0.779855193013316, 'precision': 0.7805222785224681, 'recall': 0.7799199854138041, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7798724611461777, 'precision': 0.7804860765735557, 'recall': 0.779990625, 'support': 320000.0}}","{'0': {'f1-score': 0.8104956268221575, 'precision': 0.8373493975903614, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8266666666666667, 'precision': 0.8031088082901554, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8189415041782729, 'macro avg': {'f1-score': 0.8185811467444121, 'precision': 0.8202291029402584, 'recall': 0.8184795430558143, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8186937584424935, 'precision': 0.8199906587250759, 'recall': 0.8189415041782729, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,404581,0.779490625,0.8133704735376045,328.1858008541167,"{'0': {'f1-score': 0.7730925438215688, 'precision': 0.793534588039582, 'recall': 0.7536772543167768, 'support': 159494.0}, '4': {'f1-score': 0.7855377891515183, 'precision': 0.7668662508827002, 'recall': 0.8051412408258881, 'support': 160506.0}, 'accuracy': 0.779490625, 'macro avg': {'f1-score': 0.7793151664865435, 'precision': 0.7802004194611412, 'recall': 0.7794092475713325, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7793348455307216, 'precision': 0.7801582501530118, 'recall': 0.779490625, 'support': 320000.0}}","{'0': {'f1-score': 0.8101983002832861, 'precision': 0.8125, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8164383561643835, 'precision': 0.8142076502732241, 'recall': 0.8186813186813187, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8133183282238348, 'precision': 0.813353825136612, 'recall': 0.8132954616005463, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8133617826519762, 'precision': 0.8133657168516065, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-custom,TfidfVectorizer,50000,UNIGRAMS,50000,0.788653125,0.8328690807799443,200.23873796500266,"{'0': {'f1-score': 0.7842291482553224, 'precision': 0.7983630517392575, 'recall': 0.7705869813284513, 'support': 159494.0}, '4': {'f1-score': 0.7928993358055616, 'precision': 0.7796513203456686, 'recall': 0.8066053605472693, 'support': 160506.0}, 'accuracy': 0.788653125, 'macro avg': {'f1-score': 0.788564242030442, 'precision': 0.789007186042463, 'recall': 0.7885961709378603, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7885779517645058, 'precision': 0.7889775981171969, 'recall': 0.788653125, 'support': 320000.0}}","{'0': {'f1-score': 0.8255813953488372, 'precision': 0.8502994011976048, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.839572192513369, 'precision': 0.8177083333333334, 'recall': 0.8626373626373627, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8325767939311031, 'precision': 0.834003867265469, 'recall': 0.8324486248215062, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8326742228807169, 'precision': 0.8337769099683642, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,11191755,0.80544375,0.8440111420612814,833.1688985936344,"{'0': {'f1-score': 0.8010621437153301, 'precision': 0.8168163275945209, 'recall': 0.7859041719437722, 'support': 159494.0}, '4': {'f1-score': 0.8096365059563122, 'precision': 0.7949646335458923, 'recall': 0.824860129839383, 'support': 160506.0}, 'accuracy': 0.80544375, 'macro avg': {'f1-score': 0.8053493248358212, 'precision': 0.8058904805702066, 'recall': 0.8053821508915775, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8053628830461147, 'precision': 0.8058559275789922, 'recall': 0.80544375, 'support': 320000.0}}","{'0': {'f1-score': 0.84, 'precision': 0.8497109826589595, 'recall': 0.8305084745762712, 'support': 177.0}, '4': {'f1-score': 0.8478260869565217, 'precision': 0.8387096774193549, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.8440111420612814, 'macro avg': {'f1-score': 0.8439130434782609, 'precision': 0.8442103300391572, 'recall': 0.8438256658595642, 'support': 359.0}, 'weighted avg': {'f1-score': 0.84396754269105, 'precision': 0.8441337192784357, 'recall': 0.8440111420612814, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-custom,TfidfVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.80739375,0.8356545961002786,562.8228770140558,"{'0': {'f1-score': 0.803390284671626, 'precision': 0.8177479057081629, 'recall': 0.7895281327197261, 'support': 159494.0}, '4': {'f1-score': 0.8112374278748974, 'precision': 0.7977892898018192, 'recall': 0.8251467234869725, 'support': 160506.0}, 'accuracy': 0.80739375, 'macro avg': {'f1-score': 0.8073138562732617, 'precision': 0.8077685977549911, 'recall': 0.8073374281033493, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8073262645684518, 'precision': 0.8077370381935891, 'recall': 0.80739375, 'support': 320000.0}}","{'0': {'f1-score': 0.830945558739255, 'precision': 0.8430232558139535, 'recall': 0.8192090395480226, 'support': 177.0}, '4': {'f1-score': 0.8401084010840109, 'precision': 0.8288770053475936, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8356545961002786, 'macro avg': {'f1-score': 0.8355269799116329, 'precision': 0.8359501305807735, 'recall': 0.8354286955981871, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8355907880059557, 'precision': 0.8358516190872752, 'recall': 0.8356545961002786, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-custom,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,404585,0.789203125,0.8217270194986073,410.08780530653894,"{'0': {'f1-score': 0.7830449927150976, 'precision': 0.8039135402151588, 'recall': 0.7632324726948976, 'support': 159494.0}, '4': {'f1-score': 0.7950213168106526, 'precision': 0.7759896071231545, 'recall': 0.8150100307776657, 'support': 160506.0}, 'accuracy': 0.789203125, 'macro avg': {'f1-score': 0.789033154762875, 'precision': 0.7899515736691567, 'recall': 0.7891212517362816, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7890520923253512, 'precision': 0.7899074189499549, 'recall': 0.789203125, 'support': 320000.0}}","{'0': {'f1-score': 0.813953488372093, 'precision': 0.8383233532934131, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8288770053475936, 'precision': 0.8072916666666666, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8217270194986073, 'macro avg': {'f1-score': 0.8214152468598432, 'precision': 0.8228075099800398, 'recall': 0.8213044018128763, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8215191710727646, 'precision': 0.8225914118837533, 'recall': 0.8217270194986073, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.78790625,0.8161559888579387,608.2047509159893,"{'0': {'f1-score': 0.7818007625881702, 'precision': 0.8022856841216216, 'recall': 0.7623358872434073, 'support': 159494.0}, '4': {'f1-score': 0.793679359424114, 'precision': 0.7749691299392097, 'recall': 0.8133153900788755, 'support': 160506.0}, 'accuracy': 0.78790625, 'macro avg': {'f1-score': 0.7877400610061421, 'precision': 0.7886274070304157, 'recall': 0.7878256386611414, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7877588440373889, 'precision': 0.7885842127291147, 'recall': 0.78790625, 'support': 320000.0}}","{'0': {'f1-score': 0.8081395348837209, 'precision': 0.8323353293413174, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8235294117647058, 'precision': 0.8020833333333334, 'recall': 0.8461538461538461, 'support': 182.0}, 'accuracy': 0.8161559888579387, 'macro avg': {'f1-score': 0.8158344733242133, 'precision': 0.8172093313373254, 'recall': 0.8157322903085615, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8159416451687884, 'precision': 0.8169986628414481, 'recall': 0.8161559888579387, 'support': 359.0}}"
LogisticRegression,none,w-stopwords,HashingVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.78875,0.7938718662952646,257.66584390960634,"{'0': {'f1-score': 0.7861625670614435, 'precision': 0.7933398878915178, 'recall': 0.7791139478601076, 'support': 159494.0}, '4': {'f1-score': 0.7912755656555677, 'precision': 0.7843492525984599, 'recall': 0.7983252962506074, 'support': 160506.0}, 'accuracy': 0.78875, 'macro avg': {'f1-score': 0.7887190663585055, 'precision': 0.7888445702449889, 'recall': 0.7887196220553575, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7887271512875326, 'precision': 0.7888303538029316, 'recall': 0.78875, 'support': 320000.0}}","{'0': {'f1-score': 0.7716049382716049, 'precision': 0.8503401360544217, 'recall': 0.7062146892655368, 'support': 177.0}, '4': {'f1-score': 0.8121827411167513, 'precision': 0.7547169811320755, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.7938718662952646, 'macro avg': {'f1-score': 0.7918938396941781, 'precision': 0.8025285585932487, 'recall': 0.7926677841932079, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7921764149229047, 'precision': 0.8018626591857114, 'recall': 0.7938718662952646, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,TfidfVectorizer,10000,UNI_AND_BIGRAMS,10000,0.778746875,0.8245125348189415,198.7052569054067,"{'0': {'f1-score': 0.7726912272252989, 'precision': 0.7917897631940835, 'recall': 0.7544923319999498, 'support': 159494.0}, '4': {'f1-score': 0.7844882429038886, 'precision': 0.7669489760086657, 'recall': 0.8028484916451721, 'support': 160506.0}, 'accuracy': 0.778746875, 'macro avg': {'f1-score': 0.7785897350645938, 'precision': 0.7793693696013746, 'recall': 0.7786704118225609, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7786083890956356, 'precision': 0.7793300901066377, 'recall': 0.778746875, 'support': 320000.0}}","{'0': {'f1-score': 0.8173913043478261, 'precision': 0.8392857142857143, 'recall': 0.7966101694915254, 'support': 177.0}, '4': {'f1-score': 0.8310991957104558, 'precision': 0.8115183246073299, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8245125348189415, 'macro avg': {'f1-score': 0.824245250029141, 'precision': 0.8254020194465221, 'recall': 0.8241292605699385, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8243407088826411, 'precision': 0.8252086532231351, 'recall': 0.8245125348189415, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,HashingVectorizer,250000,UNI_AND_BIGRAMS,250000,0.79795625,0.83008356545961,377.85231170244515,"{'0': {'f1-score': 0.7938013471449712, 'precision': 0.8078061509301692, 'recall': 0.7802738661015461, 'support': 159494.0}, '4': {'f1-score': 0.8019470175954516, 'precision': 0.7888117535042364, 'recall': 0.815527145402664, 'support': 160506.0}, 'accuracy': 0.79795625, 'macro avg': {'f1-score': 0.7978741823702113, 'precision': 0.7983089522172028, 'recall': 0.7979005057521051, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7978870627116111, 'precision': 0.798278917326273, 'recall': 0.79795625, 'support': 320000.0}}","{'0': {'f1-score': 0.8189910979228486, 'precision': 0.8625, 'recall': 0.7796610169491526, 'support': 177.0}, '4': {'f1-score': 0.8398950131233596, 'precision': 0.8040201005025126, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.829443055523104, 'precision': 0.8332600502512564, 'recall': 0.8293909480350159, 'support': 359.0}, 'weighted avg': {'f1-score': 0.829588625963219, 'precision': 0.8328528086113017, 'recall': 0.83008356545961, 'support': 359.0}}"
